0,1,2,3,4,5,6
手当たり次第,てあたりしだい,adv exp,,706,using anything one can lay one's hands on haphazardly on the rebound at random indiscriminately,1328220
手心を加える,てごころをくわえる,exp v1,v1,3,to take into consideration to use one's discretion,1895670
手数をかける,てすうをかける,exp v1,v1,2,to be a burden to make trouble for someone,2104120
手柄を立てる,てがらをたてる,exp v1,v1,2,to do a meritorious deed,1895470
手段を尽くす,しゅだんをつくす,exp v5s,v5,3,to try everything to leave no stone unturned,1882130
手段を講じる,しゅだんをこうじる,exp v1,v1,2,to take steps (measures),1882120
手段を選ばずに,しゅだんをえらばずに,exp,,1,"by any means, fair or foul",2424510
手段を選ばない,しゅだんをえらばない,exp,,2,to do whatever it takes to use every trick in the book to use any means to stop at nothing,2830669
手水を使う,ちょうずをつかう,exp v5u,v5,1,to go to the toilet,2769150
手玉に取る,てだまにとる,exp v5r,v5,2,to lead someone around by the nose,2089280
手生け,ていけ,exp,,5,doing one's own flower arranging,1698550
手短に言うと,てみじかにいうと,exp,,2,in brief to put it succinctly,2584160
手短に言えば,てみじかにいえば,exp,,3,briefly in short in a nutshell in summary to put it briefly,2584150
手紙を出す,てがみをだす,exp v5s,v5,3,to mail a letter,1895460
手紙を宛てる,てがみをあてる,exp v1,v1,1,to address (direct) a letter to a person,1895440
手紙を添える,てがみをそえる,exp v1,v1,1,to attach a letter to include a letter,1895450
手続きを経る,てつづきをへる,exp v1,v1,2,to go through formalities,1895770
手綱を緩める,たづなをゆるめる,exp v1,v1,2,to slack the reins,1891230
手練の早技,しゅれんのはやわざ,exp,,1,dexterous feat speed and precision of a trained hand,2136950
手術を受ける,しゅじゅつをうける,exp v1,v1,4,to undergo surgery to have an operation,2573890
手袋を投げる,てぶくろをなげる,exp v1,v1,2,to throw down the gauntlet,2268740
手許現金,てもとげんきん,exp,,1,cash on hand,2420930
手足を伸ばす,てあしをのばす,exp v5s,v5,1,to stretch out,2403000
手鍋提げても,てなべさげても,exp,,3,even if it means living in dire poverty by all means,1699530
手間が省ける,てまがはぶける,exp v1,v1,2,to save trouble to save effort to save hassle to save bother to save time,2685970
手間を取る,てまをとる,exp v5r,v5,2,to be detained to take time,1895930
手間を掛ける,てまをかける,exp v1,v1,3,to take up someone's time to make work for someone,2104130
手順を踏む,てじゅんをふむ,exp v5m,v5,1,to go through the proper procedures to follow the required steps,2773770
才子多病,さいしたびょう,exp yoji,,2,Talented people tend to be of delicate constitution Men of genius tend to be of delicate health Whom the gods love die young,2045520
才子才に溺れる,さいしさいにおぼれる,exp id,,1,A man of talent is ruined by his own talent,2417520
才能を伸ばす,さいのうをのばす,exp v5s,v5,2,to develop one's ability,1878370
打ち付け言,うちつけごと,exp n arch,,-99,saying whatever comes into one's mind,2708240
打って一丸となる,うっていちがんとなる,exp v5r,v5,2,to be united to act as a single body,2121170
打つ手がない,うつてがない,exp adj-i,adj-i,1,no way to do nothing can be done,1408830
打てば響く,うてばひびく,exp v5k,v5,4,to be responsive to show immediate results,2735790
批難の目を向ける,ひなんのめをむける,exp v1,v1,1,to regard someone with odium to look at someone with reproach,1904580
批難を浴びせる,ひなんをあびせる,exp v1,v1,1,to heap abuse upon (a person) to criticize strongly to blast (someone),1904590
承知の上で,しょうちのうえで,exp,,3,intentionally on purpose deliberately taking something into account,2534220
承知の助,しょうちのすけ,exp col yoji,,5,OK Sure Yessir! Okeydokey! Understood,1349510
技を磨く,わざをみがく,exp v5k,v5,2,to improve one's skill,1917470
技神に入る,ぎしんにいる,exp v5r,v5,1,to be divinely skilled,2433070
技術的に困難,ぎじゅつてきにこんなん,exp adj-na,,2,technically difficult,2592610
抑え切れず,おさえきれず,exp,,1,uncontainable irrepressibile uncontrollable,2522210
抑揚のない,よくようのない,exp adj-i,adj-i,4,monotonous,2555830
投資の限界効率,とうしのげんかいこうりつ,exp n,,1,marginal efficiency of investment,2163890
折から,おりから,exp n-t,,606,just then at that time right then at that moment,1385790
折も折,おりもおり,exp adv,,3,at that very moment coincidentally,1385800
折曲厳禁,おりまげげんきん,exp,,1,do not fold do not bend,2251540
折紙を付ける,おりがみをつける,exp v1,v1,1,to guarantee (someone's ability or the quality of their work) to vouch for to endorse,2102650
抜からぬ顔,ぬからぬかお,exp n obsc,,3,shrewd face knowing look,1680130
抜きにして,ぬきにして,exp,,1,leaving out cutting out dispensing with,2027740
抜き差しならない,ぬきさしならない,exp adj-i,adj-i,1,be inextricably involved be in a sticky situation,2643920
抜き差しならぬ,ぬきさしならぬ,exp adj-f,,2,sticky (situation) finding oneself trapped,1680050
抜き足で,ぬきあしで,exp,,4,stealthily,1679990
抜き足差し足,ぬきあしさしあし,exp yoji,,3,stealthy footsteps walking on tiptoe,1680000
抜き足差し足忍び足,ぬきあしさしあししのびあし,exp,,1,stealthy footsteps walking on tiptoe,2398040
抜くべからざる,ぬくべからざる,exp adj-pn,,1,"deep-rooted (suspicion, etc.)",2813240
抜け目がない,ぬけめがない,exp adj-i,adj-i,3,shrewd astute cunning alert,2246530
抜け目のない,ぬけめのない,exp adj-i,adj-i,3,shrewd astute cunning alert,2246520
抵抗を試みる,ていこうをこころみる,exp v1,v1,2,to offer (put up) resistance,1895260
押しの強い,おしのつよい,exp adj-i,adj-i,2,aggressive pushy in-your-face,2829650
押しも押されもせぬ,おしもおされもせぬ,exp adj-f,,1,of established reputation,1862420
担任の先生,たんにんのせんせい,exp n,,3,class teacher homeroom teacher form teacher,2189500
拍手を打つ,かしわでをうつ,exp v5t,v5,2,to clap one's hands in prayer,1209300
拍手を送る,はくしゅをおくる,exp v5r,v5,1,to give a round of applause to applaud,2782880
拍車がかかる,はくしゃがかかる,exp v5r,v5,2,to expedite to encourage to spur (on),2630160
拍車を掛ける,はくしゃをかける,exp v1,v1,3,to spur (on) to expedite to encourage,1474810
拓け胡麻,ひらけごま,exp,,1,Open Sesame!,2077360
拘らず,かかわらず,exp uk,,5,in spite of regardless of,1589860
招かれざる客,まねかれざるきゃく,exp n,,2,uninvited guest,2403900
招待にあずかる,しょうたいにあずかる,exp v5r obsc,v5,2,to receive an invitation,1882770
拠点とする,きょてんとする,exp vs-i,vs,1,to be based in (a place),1232450
拠点に置く,きょてんにおく,exp v5k,v5,1,to be based in (a place),1232460
拳を打つ,けんをうつ,exp v5t,v5,1,"to play a hand game (e.g. rock, paper, scissors)",2760470
拳を握る,こぶしをにぎる,exp v5r,v5,2,to make a fist to clench one's fist,2764080
持たざる,もたざる,exp adj-f,,3,have-not,2511990
持ちがいい,もちがいい,exp adj-ix,,2,wear well keep long last long,2827378
持ちがよい,もちがよい,exp adj-i,adj-i,1,wear well keep long last long,1315480
持ちつ持たれつ,もちつもたれつ,exp n,,2,give-and-take,1315490
持ちのいい,もちのいい,exp adj-ix,,1,long lasting,2827379
持ちのよい,もちのよい,exp adj-i,adj-i,1,long lasting,2238050
持ちも提げもならない,もちもさげもならない,exp adj-i obsc,adj-i,1,no way at all to deal with,2179430
持ちも提げもならぬ,もちもさげもならぬ,exp obsc,,1,having no way to deal with something,2179530
持っていく,もっていく,exp v5k-s,v5,608,to take to carry (something) away to bear,1315700
持ってくる,もってくる,exp vk,vk,609,to bring to take (something) along to fetch to get,1315710
持ってけ,もってけ,exp sl vulg,,2,Take it! Take that!,2103530
持って回る,もってまわる,exp v5r,v5,4,to carry around,1849200
持って来い,もってこい,exp adj-na adj-no uk,,5,just right ideal perfectly suitable,1769980
持って生まれた,もってうまれた,exp adj-f,,3,natural (ability),1769940
持てる者と持たざる者,もてるものともたざるもの,exp,,3,haves and have-nots,2512000
持続可能な開発,じぞくかのうなかいはつ,exp n,,3,sustainable development,2549300
指の腹,ゆびのはら,exp n,,2,ball of a finger finger cushion pulp of the finger pad of the finger,2803940
指をくわえる,ゆびをくわえる,exp v1,v1,3,to look on enviously while doing nothing to look on with a finger in one's mouth,2669760
指を折る,ゆびをおる,exp v5r,v5,4,to count on one's fingers,2776480
指を詰める,ゆびをつめる,exp v1,v1,4,to cut off a finger (as an act of apology),1914180
指を離す,ゆびをはなす,exp v5s,v5,1,to let go,2777610
指を鳴らす,ゆびをならす,exp v5s,v5,4,to snap one's fingers,2692910
指切拳万、嘘ついたら針千本呑ます,ゆびきりげんまん、うそついたらはりせんぼんのます,exp id,,1,"Finger cut-off, ten thousand fist-punches, whoever lies has to swallow a thousand needles words said when making a pinky swear",2833702
指揮を執る,しきをとる,exp v5r,v5,2,to take command to give direction,2251750
指示を出す,しじをだす,exp v5s,v5,2,to give directions to issue instructions,2553710
挑戦いかに,ちょうせんいかに,exp obsc,,1,How dare you!,2104730
挙措を失う,きょそをうしなう,exp v5u,v5,1,to lose one's composure to lose one's temper,2828165
挨拶,あいさつ,exp,,738,a fine thing to say (used as part of a sarcastic response to a rude remark),1151120
挨拶は抜きで,あいさつはぬきで,exp,,2,without compliments (greetings),1855940
挨拶は時の氏神,あいさつはときのうじがみ,exp proverb,,1,those arguing should be thankful for a mediator's intervention and follow the mediator's advice,2832652
挨拶を交わす,あいさつをかわす,exp v5s,v5,4,to exchange greetings,2229050
振りをする,ふりをする,exp vs-i uk,vs,3,to pretend,2272580
振るった,ふるった,exp,,4,different eccentric original striking extraordinary,1625000
捉えどころのない,とらえどころのない,exp adj-i uk,adj-i,3,subtle elusive slippery,1855660
捕らぬ狸の皮算用,とらぬたぬきのかわざんよう,exp proverb,,3,don't count your chickens before they're hatched counting raccoon dog skins before they have been caught,1514120
捗が行く,はかがゆく,exp v5k,v5,1,to make progress to move right ahead (with the work) to advance,2817370
捨てたものではない,すてたものではない,exp,,2,not without its worth not to be undervalued,2214830
捨てる神在れば拾う神在り,すてるかみあればひろうかみあり,exp proverb,,1,"When one door is shut, another is open The world is as kind as it is cruel",2417780
捩じり鉢巻きで,ねじりはちまきで,exp adv,,2,as hard as one can with one's whole heart,2126220
捩って,もじって,exp uk,,1,parodying,2406970
据え膳食わぬは男の恥,すえぜんくわぬはおとこのはじ,exp id,,1,rejecting the advances of women is a man's shame shameful is he who spurns a woman's invitation not eating the meal set before him is a man's shame,2418470
掃いて捨てるほど,はいてすてるほど,exp,,2,a dime a dozen two a penny,2126230
掃き溜めに鶴,はきだめにつる,exp,,3,a jewel in a dunghill,1399750
授業を受ける,じゅぎょうをうける,exp v1,v1,2,to take a class,1330300
掌の玉,たなごころのたま,exp n,,1,apple of one's eye,2827977
掌を指す,たなごころをさす,exp v5s id,v5,2,to be obvious to be obviously correct to point to one's palm,1891640
掛かり負け,かかりまけ,exp,,3,expenses being higher than profits,2593040
